ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS
770,200,-12,-2,0,200,10,80,20,800,400,20,12,30
770,200,-12,-2,0,200,10,80,20,800,400,20,12,30
758,198,-12,-2,0,200,10,80,20,800,400,20,12,30
746,196,-12,-2,0,200,10,80,20,800,400,20,12,30
734,194,-12,-2,0,200,10,80,20,800,400,20,12,30
722,192,-12,-2,0,200,10,80,20,800,400,20,12,30
710,190,-12,-2,0,200,10,80,20,800,400,20,12,30
698,188,-12,-2,0,200,10,80,20,800,400,20,12,30
686,186,-12,-2,0,200,10,80,20,800,400,20,12,30
674,184,-12,-2,0,200,10,80,20,800,400,20,12,30
662,182,-12,-2,0,200,10,80,20,800,400,20,12,30
650,180,-12,-2,0,200,10,80,20,800,400,20,12,30
638,178,-12,-2,0,200,10,80,20,800,400,20,12,30
626,176,-12,-2,0,200,10,80,20,800,400,20,12,30
614,174,-12,-2,0,200,10,80,20,800,400,20,12,30
602,172,-12,-2,0,200,10,80,20,800,400,20,12,30
590,170,-12,-2,0,200,10,80,20,800,400,20,12,30
578,168,-12,-2,0,200,10,80,20,800,400,20,12,30
566,166,-12,-2,0,200,10,80,20,800,400,20,12,30
554,164,-12,-2,0,200,10,80,20,800,400,20,12,30
542,162,-12,-2,0,200,10,80,20,800,400,20,12,30
530,160,-12,-2,0,200,10,80,20,800,400,20,12,30
518,158,-12,-2,0,200,10,80,20,800,400,20,12,30
506,156,-12,-2,0,200,10,80,20,800,400,20,12,30
494,154,-12,-2,0,200,10,80,20,800,400,20,12,30
482,152,-12,-2,0,200,10,80,20,800,400,20,12,30
470,150,-12,-2,0,200,10,80,20,800,400,20,12,30
458,148,-12,-2,0,200,10,80,20,800,400,20,12,30
446,146,-12,-2,0,200,10,80,20,800,400,20,12,30
434,144,-12,-2,0,200,10,80,20,800,400,20,12,30
422,142,-12,-2,0,200,10,80,20,800,400,20,12,30
410,140,-12,-2,0,200,10,80,20,800,400,20,12,30
398,138,-12,-2,0,200,10,80,20,800,400,20,12,30
386,136,-12,-2,0,200,10,80,20,800,400,20,12,30
374,134,-12,-2,0,200,10,80,20,800,400,20,12,30
362,132,-12,-2,0,200,10,80,20,800,400,20,12,30
350,130,-12,-2,0,200,10,80,20,800,400,20,12,30
338,128,-12,-2,0,200,10,80,20,800,400,20,12,30
326,126,-12,-2,0,200,10,80,20,800,400,20,12,30
314,124,-12,-2,0,200,10,80,20,800,400,20,12,30
302,122,-12,-2,0,200,10,80,20,800,400,20,12,30
290,120,-12,-2,0,200,10,80,20,800,400,20,12,30
278,118,-12,-2,0,200,10,80,20,800,400,20,12,30
266,116,-12,-2,0,200,10,80,20,800,400,20,12,30
254,114,-12,-2,1,200,10,80,20,800,400,20,12,30
242,112,-12,-2,0,220,10,80,20,800,400,20,12,30
230,110,-12,-2,0,220,10,80,20,800,400,20,12,30
218,108,-12,-2,0,220,10,80,20,800,400,20,12,30
206,106,-12,-2,0,220,10,80,20,800,400,20,12,30
194,104,-12,-2,0,220,10,80,20,800,400,20,12,30
182,102,-12,-2,0,220,10,80,20,800,400,20,12,30
170,100,-12,-2,0,220,10,80,20,800,400,20,12,30
158,98,-12,-2,0,220,10,80,20,800,400,20,12,30
146,96,-12,-2,0,220,10,80,20,800,400,20,12,30
134,94,-12,-2,0,220,10,80,20,800,400,20,12,30
122,92,-12,-2,0,220,10,80,20,800,400,20,12,30
110,90,-12,-2,0,220,10,80,20,800,400,20,12,30
98,88,-12,-2,0,220,10,80,20,800,400,20,12,30
86,86,-12,-2,0,220,10,80,20,800,400,20,12,30
74,84,-12,-2,0,220,10,80,20,800,400,20,12,30
62,82,-12,-2,0,220,10,80,20,800,400,20,12,30
50,80,-12,-2,0,220,10,80,20,800,400,20,12,30
38,78,-12,-2,0,220,10,80,20,800,400,20,12,30
50,76,12,-2,0,220,10,80,20,800,400,20,12,30
62,74,12,-2,0,220,10,80,20,800,400,20,12,30
74,72,12,-2,0,220,10,80,20,800,400,20,12,30
86,70,12,-2,0,220,10,80,20,800,400,20,12,30
98,68,12,-2,0,220,10,80,20,800,400,20,12,30
110,66,12,-2,0,220,10,80,20,800,400,20,12,30
122,64,12,-2,0,220,10,80,20,800,400,20,12,30
134,62,12,-2,0,220,10,80,20,800,400,20,12,30
146,60,12,-2,0,220,10,80,20,800,400,20,12,30
158,58,12,-2,0,220,10,80,20,800,400,20,12,30
170,56,12,-2,0,220,10,80,20,800,400,20,12,30
182,54,12,-2,0,220,10,80,20,800,400,20,12,30
194,52,12,-2,0,220,10,80,20,800,400,20,12,30
206,50,12,-2,0,220,10,80,20,800,400,20,12,30
218,48,12,-2,0,220,10,80,20,800,400,20,12,30
230,46,12,-2,-1,220,10,80,20,800,400,20,12,30
242,44,12,-2,0,200,10,80,20,800,400,20,12,30
254,42,12,-2,0,200,10,80,20,800,400,20,12,30
266,40,12,-2,0,200,10,80,20,800,400,20,12,30
278,38,12,-2,0,200,10,80,20,800,400,20,12,30
290,36,12,-2,0,200,10,80,20,800,400,20,12,30
302,34,12,-2,-1,200,10,80,20,800,400,20,12,30
314,32,12,-2,0,180,10,80,20,800,400,20,12,30
326,30,12,-2,0,180,10,80,20,800,400,20,12,30
338,32,12,2,0,180,10,80,20,800,400,20,12,30
350,34,12,2,0,180,10,80,20,800,400,20,12,30
362,36,12,2,0,180,10,80,20,800,400,20,12,30
374,38,12,2,0,180,10,80,20,800,400,20,12,30
386,40,12,2,0,180,10,80,20,800,400,20,12,30
398,42,12,2,0,180,10,80,20,800,400,20,12,30
410,44,12,2,0,180,10,80,20,800,400,20,12,30
422,46,12,2,0,180,10,80,20,800,400,20,12,30
434,48,12,2,0,180,10,80,20,800,400,20,12,30
446,50,12,2,0,180,10,80,20,800,400,20,12,30
458,52,12,2,0,180,10,80,20,800,400,20,12,30
470,54,12,2,0,180,10,80,20,800,400,20,12,30
482,56,12,2,0,180,10,80,20,800,400,20,12,30
494,58,12,2,0,180,10,80,20,800,400,20,12,30
506,60,12,2,-1,180,10,80,20,800,400,20,12,30
518,62,12,2,0,160,10,80,20,800,400,20,12,30
530,64,12,2,0,160,10,80,20,800,400,20,12,30
542,66,12,2,0,160,10,80,20,800,400,20,12,30
554,68,12,2,0,160,10,80,20,800,400,20,12,30
566,70,12,2,-1,160,10,80,20,800,400,20,12,30
578,72,12,2,0,140,10,80,20,800,400,20,12,30
590,74,12,2,0,140,10,80,20,800,400,20,12,30
602,76,12,2,0,140,10,80,20,800,400,20,12,30
614,78,12,2,-1,140,10,80,20,800,400,20,12,30
626,80,12,2,0,120,10,80,20,800,400,20,12,30
638,82,12,2,0,120,10,80,20,800,400,20,12,30
650,84,12,2,0,120,10,80,20,800,400,20,12,30
662,86,12,2,0,120,10,80,20,800,400,20,12,30
674,88,12,2,0,120,10,80,20,800,400,20,12,30
686,90,12,2,0,120,10,80,20,800,400,20,12,30
698,92,12,2,0,120,10,80,20,800,400,20,12,30
710,94,12,2,0,120,10,80,20,800,400,20,12,30
722,96,12,2,0,120,10,80,20,800,400,20,12,30
734,98,12,2,0,120,10,80,20,800,400,20,12,30
746,100,12,2,0,120,10,80,20,800,400,20,12,30
758,102,12,2,0,120,10,80,20,800,400,20,12,30
770,104,12,2,0,120,10,80,20,800,400,20,12,30
758,106,-12,2,0,120,10,80,20,800,400,20,12,30
746,108,-12,2,-1,120,10,80,20,800,400,20,12,30
734,110,-12,2,0,100,10,80,20,800,400,20,12,30
722,112,-12,2,0,100,10,80,20,800,400,20,12,30
710,114,-12,2,0,100,10,80,20,800,400,20,12,30
698,116,-12,2,0,100,10,80,20,800,400,20,12,30
686,118,-12,2,0,100,10,80,20,800,400,20,12,30
674,120,-12,2,0,100,10,80,20,800,400,20,12,30
662,122,-12,2,0,100,10,80,20,800,400,20,12,30
650,124,-12,2,0,100,10,80,20,800,400,20,12,30
638,126,-12,2,0,100,10,80,20,800,400,20,12,30
626,128,-12,2,0,100,10,80,20,800,400,20,12,30
614,130,-12,2,0,100,10,80,20,800,400,20,12,30
602,132,-12,2,0,100,10,80,20,800,400,20,12,30
590,134,-12,2,0,100,10,80,20,800,400,20,12,30
578,136,-12,2,0,100,10,80,20,800,400,20,12,30
566,138,-12,2,0,100,10,80,20,800,400,20,12,30
554,140,-12,2,0,100,10,80,20,800,400,20,12,30
542,142,-12,2,0,100,10,80,20,800,400,20,12,30
530,144,-12,2,1,100,10,80,20,800,400,20,12,30
518,146,-12,2,0,120,10,80,20,800,400,20,12,30
506,148,-12,2,0,120,10,80,20,800,400,20,12,30
494,150,-12,2,0,120,10,80,20,800,400,20,12,30
482,152,-12,2,0,120,10,80,20,800,400,20,12,30
470,154,-12,2,1,120,10,80,20,800,400,20,12,30
458,156,-12,2,0,140,10,80,20,800,400,20,12,30
446,158,-12,2,0,140,10,80,20,800,400,20,12,30
434,160,-12,2,0,140,10,80,20,800,400,20,12,30
422,162,-12,2,0,140,10,80,20,800,400,20,12,30
410,164,-12,2,1,140,10,80,20,800,400,20,12,30
398,166,-12,2,0,160,10,80,20,800,400,20,12,30
386,168,-12,2,0,160,10,80,20,800,400,20,12,30
374,170,-12,2,0,160,10,80,20,800,400,20,12,30
362,172,-12,2,0,160,10,80,20,800,400,20,12,30
350,174,-12,2,1,160,10,80,20,800,400,20,12,30
338,176,-12,2,0,180,10,80,20,800,400,20,12,30
326,178,-12,2,0,180,10,80,20,800,400,20,12,30
314,180,-12,2,0,180,10,80,20,800,400,20,12,30
302,182,-12,2,0,180,10,80,20,800,400,20,12,30
290,184,-12,2,0,180,10,80,20,800,400,20,12,30
278,186,-12,2,0,180,10,80,20,800,400,20,12,30
266,188,-12,2,1,180,10,80,20,800,400,20,12,30
254,190,-12,2,0,200,10,80,20,800,400,20,12,30
242,192,-12,2,0,200,10,80,20,800,400,20,12,30
230,194,-12,2,0,200,10,80,20,800,400,20,12,30
218,196,-12,2,0,200,10,80,20,800,400,20,12,30
206,198,-12,2,0,200,10,80,20,800,400,20,12,30
194,200,-12,2,0,200,10,80,20,800,400,20,12,30
182,202,-12,2,0,200,10,80,20,800,400,20,12,30
170,204,-12,2,0,200,10,80,20,800,400,20,12,30
158,206,-12,2,0,200,10,80,20,800,400,20,12,30
146,208,-12,2,0,200,10,80,20,800,400,20,12,30
134,210,-12,2,0,200,10,80,20,800,400,20,12,30
122,212,-12,2,0,200,10,80,20,800,400,20,12,30
110,214,-12,2,0,200,10,80,20,800,400,20,12,30
98,216,-12,2,0,200,10,80,20,800,400,20,12,30
86,218,-12,2,0,200,10,80,20,800,400,20,12,30
74,220,-12,2,0,200,10,80,20,800,400,20,12,30
62,222,-12,2,0,200,10,80,20,800,400,20,12,30
50,224,-12,2,0,200,10,80,20,800,400,20,12,30
38,226,-12,2,0,200,10,80,20,800,400,20,12,30
50,228,12,2,0,200,10,80,20,800,400,20,12,30
62,230,12,2,0,200,10,80,20,800,400,20,12,30
74,232,12,2,0,200,10,80,20,800,400,20,12,30
86,234,12,2,0,200,10,80,20,800,400,20,12,30
98,236,12,2,0,200,10,80,20,800,400,20,12,30
110,238,12,2,0,200,10,80,20,800,400,20,12,30
122,240,12,2,0,200,10,80,20,800,400,20,12,30
134,242,12,2,0,200,10,80,20,800,400,20,12,30
146,244,12,2,0,200,10,80,20,800,400,20,12,30
158,246,12,2,0,200,10,80,20,800,400,20,12,30
170,248,12,2,0,200,10,80,20,800,400,20,12,30
182,250,12,2,1,200,10,80,20,800,400,20,12,30
194,252,12,2,0,220,10,80,20,800,400,20,12,30
206,254,12,2,0,220,10,80,20,800,400,20,12,30
218,256,12,2,0,220,10,80,20,800,400,20,12,30
230,258,12,2,0,220,10,80,20,800,400,20,12,30
242,260,12,2,0,220,10,80,20,800,400,20,12,30
254,262,12,2,0,220,10,80,20,800,400,20,12,30
266,264,12,2,1,220,10,80,20,800,400,20,12,30
278,266,12,2,0,240,10,80,20,800,400,20,12,30
290,268,12,2,0,240,10,80,20,800,400,20,12,30
302,270,12,2,0,240,10,80,20,800,400,20,12,30
314,272,12,2,0,240,10,80,20,800,400,20,12,30
326,274,12,2,0,240,10,80,20,800,400,20,12,30
338,276,12,2,0,240,10,80,20,800,400,20,12,30
350,278,12,2,0,240,10,80,20,800,400,20,12,30
362,280,12,2,0,240,10,80,20,800,400,20,12,30
374,282,12,2,0,240,10,80,20,800,400,20,12,30
386,284,12,2,1,240,10,80,20,800,400,20,12,30
398,286,12,2,0,260,10,80,20,800,400,20,12,30
410,288,12,2,0,260,10,80,20,800,400,20,12,30
422,290,12,2,0,260,10,80,20,800,400,20,12,30
434,292,12,2,0,260,10,80,20,800,400,20,12,30
446,294,12,2,0,260,10,80,20,800,400,20,12,30
458,296,12,2,0,260,10,80,20,800,400,20,12,30
470,298,12,2,0,260,10,80,20,800,400,20,12,30
482,300,12,2,1,260,10,80,20,800,400,20,12,30
494,302,12,2,0,280,10,80,20,800,400,20,12,30
506,304,12,2,0,280,10,80,20,800,400,20,12,30
518,306,12,2,0,280,10,80,20,800,400,20,12,30
530,308,12,2,0,280,10,80,20,800,400,20,12,30
542,310,12,2,0,280,10,80,20,800,400,20,12,30
554,312,12,2,0,280,10,80,20,800,400,20,12,30
566,314,12,2,0,280,10,80,20,800,400,20,12,30
578,316,12,2,0,280,10,80,20,800,400,20,12,30
590,318,12,2,1,280,10,80,20,800,400,20,12,30
602,320,12,2,0,300,10,80,20,800,400,20,12,30
614,322,12,2,0,300,10,80,20,800,400,20,12,30
626,324,12,2,0,300,10,80,20,800,400,20,12,30
638,326,12,2,0,300,10,80,20,800,400,20,12,30
650,328,12,2,0,300,10,80,20,800,400,20,12,30
662,330,12,2,1,300,10,80,20,800,400,20,12,30
674,332,12,2,0,320,10,80,20,800,400,20,12,30
686,334,12,2,0,320,10,80,20,800,400,20,12,30
698,336,12,2,0,320,10,80,20,800,400,20,12,30
710,338,12,2,0,320,10,80,20,800,400,20,12,30
722,340,12,2,0,320,10,80,20,800,400,20,12,30
734,342,12,2,1,320,10,80,20,800,400,20,12,30
746,344,12,2,0,340,10,80,20,800,400,20,12,30
758,346,12,2,0,340,10,80,20,800,400,20,12,30
770,348,12,2,0,340,10,80,20,800,400,20,12,30
758,350,-12,2,0,340,10,80,20,800,400,20,12,30
746,352,-12,2,0,340,10,80,20,800,400,20,12,30
734,354,-12,2,0,340,10,80,20,800,400,20,12,30
722,356,-12,2,0,340,10,80,20,800,400,20,12,30
710,358,-12,2,0,340,10,80,20,800,400,20,12,30
698,360,-12,2,0,340,10,80,20,800,400,20,12,30
686,362,-12,2,0,340,10,80,20,800,400,20,12,30
674,364,-12,2,0,340,10,80,20,800,400,20,12,30
662,366,-12,2,0,340,10,80,20,800,400,20,12,30
650,368,-12,2,0,340,10,80,20,800,400,20,12,30
638,370,-12,2,0,340,10,80,20,800,400,20,12,30
626,368,-12,-2,0,340,10,80,20,800,400,20,12,30
614,366,-12,-2,0,340,10,80,20,800,400,20,12,30
602,364,-12,-2,0,340,10,80,20,800,400,20,12,30
590,362,-12,-2,0,340,10,80,20,800,400,20,12,30
578,360,-12,-2,-1,340,10,80,20,800,400,20,12,30
566,358,-12,-2,0,320,10,80,20,800,400,20,12,30
554,356,-12,-2,0,320,10,80,20,800,400,20,12,30
542,354,-12,-2,0,320,10,80,20,800,400,20,12,30
530,352,-12,-2,0,320,10,80,20,800,400,20,12,30
518,350,-12,-2,0,320,10,80,20,800,400,20,12,30
506,348,-12,-2,-1,320,10,80,20,800,400,20,12,30
494,346,-12,-2,0,300,10,80,20,800,400,20,12,30
482,344,-12,-2,0,300,10,80,20,800,400,20,12,30
470,342,-12,-2,0,300,10,80,20,800,400,20,12,30
458,340,-12,-2,0,300,10,80,20,800,400,20,12,30
446,338,-12,-2,0,300,10,80,20,800,400,20,12,30
434,336,-12,-2,-1,300,10,80,20,800,400,20,12,30
422,334,-12,-2,0,280,10,80,20,800,400,20,12,30
410,332,-12,-2,0,280,10,80,20,800,400,20,12,30
398,330,-12,-2,0,280,10,80,20,800,400,20,12,30
386,328,-12,-2,0,280,10,80,20,800,400,20,12,30
374,326,-12,-2,-1,280,10,80,20,800,400,20,12,30
362,324,-12,-2,0,260,10,80,20,800,400,20,12,30
350,322,-12,-2,0,260,10,80,20,800,400,20,12,30
338,320,-12,-2,0,260,10,80,20,800,400,20,12,30
326,318,-12,-2,0,260,10,80,20,800,400,20,12,30
314,316,-12,-2,0,260,10,80,20,800,400,20,12,30
302,314,-12,-2,-1,260,10,80,20,800,400,20,12,30
290,312,-12,-2,0,240,10,80,20,800,400,20,12,30
278,310,-12,-2,0,240,10,80,20,800,400,20,12,30
266,308,-12,-2,0,240,10,80,20,800,400,20,12,30
254,306,-12,-2,0,240,10,80,20,800,400,20,12,30
242,304,-12,-2,0,240,10,80,20,800,400,20,12,30
230,302,-12,-2,0,240,10,80,20,800,400,20,12,30
218,300,-12,-2,0,240,10,80,20,800,400,20,12,30
206,298,-12,-2,0,240,10,80,20,800,400,20,12,30
194,296,-12,-2,0,240,10,80,20,800,400,20,12,30
182,294,-12,-2,0,240,10,80,20,800,400,20,12,30
170,292,-12,-2,-1,240,10,80,20,800,400,20,12,30
158,290,-12,-2,0,220,10,80,20,800,400,20,12,30
146,288,-12,-2,0,220,10,80,20,800,400,20,12,30
134,286,-12,-2,0,220,10,80,20,800,400,20,12,30
122,284,-12,-2,0,220,10,80,20,800,400,20,12,30
110,282,-12,-2,0,220,10,80,20,800,400,20,12,30
98,280,-12,-2,0,220,10,80,20,800,400,20,12,30
86,278,-12,-2,0,220,10,80,20,800,400,20,12,30
74,276,-12,-2,0,220,10,80,20,800,400,20,12,30
62,274,-12,-2,0,220,10,80,20,800,400,20,12,30
50,272,-12,-2,0,220,10,80,20,800,400,20,12,30
38,270,-12,-2,0,220,10,80,20,800,400,20,12,30
50,268,12,-2,-1,220,10,80,20,800,400,20,12,30
62,266,12,-2,0,200,10,80,20,800,400,20,12,30
74,264,12,-2,0,200,10,80,20,800,400,20,12,30
86,262,12,-2,0,200,10,80,20,800,400,20,12,30
98,260,12,-2,0,200,10,80,20,800,400,20,12,30
110,258,12,-2,0,200,10,80,20,800,400,20,12,30
122,256,12,-2,0,200,10,80,20,800,400,20,12,30
134,254,12,-2,0,200,10,80,20,800,400,20,12,30
146,252,12,-2,0,200,10,80,20,800,400,20,12,30
158,250,12,-2,0,200,10,80,20,800,400,20,12,30
170,248,12,-2,0,200,10,80,20,800,400,20,12,30
182,246,12,-2,0,200,10,80,20,800,400,20,12,30
194,244,12,-2,0,200,10,80,20,800,400,20,12,30
206,242,12,-2,0,200,10,80,20,800,400,20,12,30
218,240,12,-2,0,200,10,80,20,800,400,20,12,30
230,238,12,-2,0,200,10,80,20,800,400,20,12,30
242,236,12,-2,0,200,10,80,20,800,400,20,12,30
254,234,12,-2,0,200,10,80,20,800,400,20,12,30
266,232,12,-2,0,200,10,80,20,800,400,20,12,30
278,230,12,-2,0,200,10,80,20,800,400,20,12,30
290,228,12,-2,-1,200,10,80,20,800,400,20,12,30
302,226,12,-2,0,180,10,80,20,800,400,20,12,30
314,224,12,-2,0,180,10,80,20,800,400,20,12,30
326,222,12,-2,0,180,10,80,20,800,400,20,12,30
338,220,12,-2,0,180,10,80,20,800,400,20,12,30
350,218,12,-2,0,180,10,80,20,800,400,20,12,30
362,216,12,-2,0,180,10,80,20,800,400,20,12,30
374,214,12,-2,-1,180,10,80,20,800,400,20,12,30
386,212,12,-2,0,160,10,80,20,800,400,20,12,30
398,210,12,-2,0,160,10,80,20,800,400,20,12,30
410,208,12,-2,0,160,10,80,20,800,400,20,12,30
422,206,12,-2,0,160,10,80,20,800,400,20,12,30
434,204,12,-2,0,160,10,80,20,800,400,20,12,30
446,202,12,-2,0,160,10,80,20,800,400,20,12,30
458,200,12,-2,0,160,10,80,20,800,400,20,12,30
470,198,12,-2,0,160,10,80,20,800,400,20,12,30
482,196,12,-2,0,160,10,80,20,800,400,20,12,30
494,194,12,-2,0,160,10,80,20,800,400,20,12,30
506,192,12,-2,0,160,10,80,20,800,400,20,12,30
518,190,12,-2,0,160,10,80,20,800,400,20,12,30
530,188,12,-2,0,160,10,80,20,800,400,20,12,30
542,186,12,-2,0,160,10,80,20,800,400,20,12,30
554,184,12,-2,0,160,10,80,20,800,400,20,12,30
566,182,12,-2,0,160,10,80,20,800,400,20,12,30
578,180,12,-2,-1,160,10,80,20,800,400,20,12,30
590,178,12,-2,0,140,10,80,20,800,400,20,12,30
602,176,12,-2,0,140,10,80,20,800,400,20,12,30
614,174,12,-2,0,140,10,80,20,800,400,20,12,30
626,172,12,-2,0,140,10,80,20,800,400,20,12,30
638,170,12,-2,0,140,10,80,20,800,400,20,12,30
650,168,12,-2,-1,140,10,80,20,800,400,20,12,30
662,166,12,-2,0,120,10,80,20,800,400,20,12,30
674,164,12,-2,0,120,10,80,20,800,400,20,12,30
686,162,12,-2,0,120,10,80,20,800,400,20,12,30
698,160,12,-2,0,120,10,80,20,800,400,20,12,30
710,158,12,-2,0,120,10,80,20,800,400,20,12,30
722,156,12,-2,0,120,10,80,20,800,400,20,12,30
734,154,12,-2,0,120,10,80,20,800,400,20,12,30
746,152,12,-2,0,120,10,80,20,800,400,20,12,30
758,150,12,-2,0,120,10,80,20,800,400,20,12,30
770,148,12,-2,0,120,10,80,20,800,400,20,12,30
758,146,-12,-2,0,120,10,80,20,800,400,20,12,30
746,144,-12,-2,0,120,10,80,20,800,400,20,12,30
734,142,-12,-2,0,120,10,80,20,800,400,20,12,30
722,140,-12,-2,0,120,10,80,20,800,400,20,12,30
710,138,-12,-2,0,120,10,80,20,800,400,20,12,30
698,136,-12,-2,0,120,10,80,20,800,400,20,12,30
686,134,-12,-2,0,120,10,80,20,800,400,20,12,30
674,132,-12,-2,0,120,10,80,20,800,400,20,12,30
662,130,-12,-2,0,120,10,80,20,800,400,20,12,30
650,128,-12,-2,0,120,10,80,20,800,400,20,12,30
638,126,-12,-2,0,120,10,80,20,800,400,20,12,30
626,124,-12,-2,1,120,10,80,20,800,400,20,12,30
614,122,-12,-2,0,140,10,80,20,800,400,20,12,30
602,120,-12,-2,0,140,10,80,20,800,400,20,12,30
590,118,-12,-2,0,140,10,80,20,800,400,20,12,30
578,116,-12,-2,0,140,10,80,20,800,400,20,12,30
566,114,-12,-2,0,140,10,80,20,800,400,20,12,30
554,112,-12,-2,0,140,10,80,20,800,400,20,12,30
542,110,-12,-2,1,140,10,80,20,800,400,20,12,30
530,108,-12,-2,0,160,10,80,20,800,400,20,12,30
518,106,-12,-2,0,160,10,80,20,800,400,20,12,30
506,104,-12,-2,0,160,10,80,20,800,400,20,12,30
494,102,-12,-2,0,160,10,80,20,800,400,20,12,30
482,100,-12,-2,0,160,10,80,20,800,400,20,12,30
470,98,-12,-2,1,160,10,80,20,800,400,20,12,30
458,96,-12,-2,0,180,10,80,20,800,400,20,12,30
446,94,-12,-2,0,180,10,80,20,800,400,20,12,30
434,92,-12,-2,0,180,10,80,20,800,400,20,12,30
422,90,-12,-2,0,180,10,80,20,800,400,20,12,30
410,88,-12,-2,0,180,10,80,20,800,400,20,12,30
398,86,-12,-2,0,180,10,80,20,800,400,20,12,30
386,84,-12,-2,0,180,10,80,20,800,400,20,12,30
374,82,-12,-2,0,180,10,80,20,800,400,20,12,30
362,80,-12,-2,0,180,10,80,20,800,400,20,12,30
350,78,-12,-2,0,180,10,80,20,800,400,20,12,30
338,76,-12,-2,0,180,10,80,20,800,400,20,12,30
326,74,-12,-2,0,180,10,80,20,800,400,20,12,30
314,72,-12,-2,0,180,10,80,20,800,400,20,12,30
302,70,-12,-2,0,180,10,80,20,800,400,20,12,30
290,68,-12,-2,0,180,10,80,20,800,400,20,12,30
278,66,-12,-2,0,180,10,80,20,800,400,20,12,30
266,64,-12,-2,1,180,10,80,20,800,400,20,12,30
254,62,-12,-2,0,200,10,80,20,800,400,20,12,30
242,60,-12,-2,0,200,10,80,20,800,400,20,12,30
230,58,-12,-2,0,200,10,80,20,800,400,20,12,30
218,56,-12,-2,0,200,10,80,20,800,400,20,12,30
206,54,-12,-2,0,200,10,80,20,800,400,20,12,30
194,52,-12,-2,0,200,10,80,20,800,400,20,12,30
182,50,-12,-2,0,200,10,80,20,800,400,20,12,30
170,48,-12,-2,0,200,10,80,20,800,400,20,12,30
158,46,-12,-2,0,200,10,80,20,800,400,20,12,30
146,44,-12,-2,0,200,10,80,20,800,400,20,12,30
134,42,-12,-2,0,200,10,80,20,800,400,20,12,30
122,40,-12,-2,0,200,10,80,20,800,400,20,12,30
110,38,-12,-2,0,200,10,80,20,800,400,20,12,30
98,36,-12,-2,0,200,10,80,20,800,400,20,12,30
86,34,-12,-2,0,200,10,80,20,800,400,20,12,30
